PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
IE01;PARTY;16.55;OFFICIAL;2019-09-25 18:12
IE02;PARTY;29.59;OFFICIAL;2019-09-25 18:12
IE03;PARTY;3.14;OFFICIAL;2019-09-25 18:12
IE04;PARTY;11.37;OFFICIAL;2019-09-25 18:12
IE05;PARTY;11.68;OFFICIAL;2019-09-25 18:12
IE06;PARTY;15.74;OFFICIAL;2019-09-25 18:12
IE07;PARTY;1.21;OFFICIAL;2019-09-25 18:12
IE08;PARTY;7.39;OFFICIAL;2019-09-25 18:12
IE90;PARTY;3.33;OFFICIAL;2019-09-25 18:12
