PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
PL01;PARTY;45.38;OFFICIAL;2019-05-29 16:46
PL02;PARTY;4.55;OFFICIAL;2019-05-29 16:46
PL03;PARTY;3.69;OFFICIAL;2019-05-29 16:46
PL04;PARTY;6.06;OFFICIAL;2019-05-29 16:46
PL05;COALITION;38.47;OFFICIAL;2019-05-29 16:46
PL08;PARTY;0.54;OFFICIAL;2019-05-29 16:46
PL09;PARTY;1.24;OFFICIAL;2019-05-29 16:46
PL90;PARTY;0.07;OFFICIAL;2019-05-29 16:46
