PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
HU01;PARTY;16.05;OFFICIAL;2019-09-25 18:12
HU02;PARTY;52.56;OFFICIAL;2019-09-25 18:12
HU03;PARTY;6.34;OFFICIAL;2019-09-25 18:12
HU04;PARTY;2.18;OFFICIAL;2019-09-25 18:12
HU05;PARTY;2.62;OFFICIAL;2019-09-25 18:12
HU06;PARTY;9.93;OFFICIAL;2019-09-25 18:12
HU07;PARTY;6.61;OFFICIAL;2019-09-25 18:12
HU08;PARTY;3.29;OFFICIAL;2019-09-25 18:12
HU90;PARTY;0.42;OFFICIAL;2019-09-25 18:12
