PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
BG01;PARTY;24.26;OFFICIAL;2019-09-25 18:12
BG02;PARTY;16.55;OFFICIAL;2019-09-25 18:12
BG03;PARTY;31.07;OFFICIAL;2019-09-25 18:12
BG04;PARTY;0.86;OFFICIAL;2019-09-25 18:12
BG05;PARTY;3.62;OFFICIAL;2019-09-25 18:12
BG06;PARTY;6.06;OFFICIAL;2019-09-25 18:12
BG07;PARTY;1.07;OFFICIAL;2019-09-25 18:12
BG08;PARTY;7.36;OFFICIAL;2019-09-25 18:12
BG09;PARTY;1.15;OFFICIAL;2019-09-25 18:12
BG90;PARTY;8.0;OFFICIAL;2019-09-25 18:12
