PARTY_ID;TYPE;VOTES_PERCENT;UPDATE_STATUS;UPDATE_TIME
EE01;PARTY;26.2;OFFICIAL;2019-09-25 18:12
EE02;PARTY;14.4;OFFICIAL;2019-09-25 18:12
EE03;PARTY;10.3;OFFICIAL;2019-09-25 18:12
EE04;PARTY;23.3;OFFICIAL;2019-09-25 18:12
EE05;PARTY;1.8;OFFICIAL;2019-09-25 18:12
EE06;PARTY;12.7;OFFICIAL;2019-09-25 18:12
EE07;PARTY;3.2;OFFICIAL;2019-09-25 18:12
EE08;PARTY;0.9;OFFICIAL;2019-09-25 18:12
EE90;PARTY;7.2;OFFICIAL;2019-09-25 18:12
