PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
LU01;PARTY;1;GREENSEFA;CONSTITUTIVE;2019-07-02 10:00
LU02;PARTY;1;SD;CONSTITUTIVE;2019-07-02 10:00
LU03;PARTY;2;ALDE;CONSTITUTIVE;2019-07-02 10:00
LU05;PARTY;2;EPP;CONSTITUTIVE;2019-07-02 10:00
