PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
HU01;PARTY;4;SD;CONSTITUTIVE;2019-07-02 10:00
HU02;PARTY;13;EPP;CONSTITUTIVE;2019-07-02 10:00
HU03;PARTY;1;NA;CONSTITUTIVE;2019-07-02 10:00
HU06;PARTY;2;ALDE;CONSTITUTIVE;2019-07-02 10:00
HU07;PARTY;1;SD;CONSTITUTIVE;2019-07-02 10:00
