PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
PT01;PARTY;2;GUENGL;CONSTITUTIVE;2019-07-02 10:00
PT02;PARTY;2;GUENGL;CONSTITUTIVE;2019-07-02 10:00
PT03;PARTY;9;SD;CONSTITUTIVE;2019-07-02 10:00
PT04;PARTY;6;EPP;CONSTITUTIVE;2019-07-02 10:00
PT05;PARTY;1;EPP;CONSTITUTIVE;2019-07-02 10:00
PT06;PARTY;1;GREENSEFA;CONSTITUTIVE;2019-07-02 10:00
