PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
IT01;PARTY;28;ENF;CONSTITUTIVE;2019-07-02 10:00
IT02;PARTY;19;SD;CONSTITUTIVE;2019-07-02 10:00
IT03;PARTY;6;EPP;CONSTITUTIVE;2019-07-02 10:00
IT04;PARTY;5;ECR;CONSTITUTIVE;2019-07-02 10:00
IT05;PARTY;14;NA;CONSTITUTIVE;2019-07-02 10:00
IT08;PARTY;1;EPP;CONSTITUTIVE;2019-07-02 10:00
