PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
HR01;PARTY;4;EPP;CONSTITUTIVE;2019-07-02 10:00
HR02;PARTY;3;SD;CONSTITUTIVE;2019-07-02 10:00
HR06;PARTY;1;NA;CONSTITUTIVE;2019-07-02 10:00
HR10;PARTY;1;ECR;CONSTITUTIVE;2019-07-02 10:00
HR11;PARTY;1;ALDE;CONSTITUTIVE;2019-07-02 10:00
HR13;PARTY;1;NA;CONSTITUTIVE;2019-07-02 10:00
