PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
CY01;PARTY;2;EPP;CONSTITUTIVE;2019-07-02 10:00
CY02;PARTY;2;GUENGL;CONSTITUTIVE;2019-07-02 10:00
CY03;PARTY;1;SD;CONSTITUTIVE;2019-07-02 10:00
CY04;PARTY;1;SD;CONSTITUTIVE;2019-07-02 10:00
