PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
BG01;PARTY;5;SD;CONSTITUTIVE;2019-07-02 10:00
BG02;PARTY;3;ALDE;CONSTITUTIVE;2019-07-02 10:00
BG03;PARTY;6;EPP;CONSTITUTIVE;2019-07-02 10:00
BG06;PARTY;1;EPP;CONSTITUTIVE;2019-07-02 10:00
BG08;PARTY;2;ECR;CONSTITUTIVE;2019-07-02 10:00
