PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
MT01;PARTY;2;EPP;CONSTITUTIVE;2019-07-02 10:00
MT02;PARTY;4;SD;CONSTITUTIVE;2019-07-02 10:00
