PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
FI01;PARTY;2;ALDE;CONSTITUTIVE;2019-07-02 10:00
FI02;PARTY;3;EPP;CONSTITUTIVE;2019-07-02 10:00
FI03;PARTY;2;SD;CONSTITUTIVE;2019-07-02 10:00
FI04;PARTY;1;GUENGL;CONSTITUTIVE;2019-07-02 10:00
FI05;PARTY;2;GREENSEFA;CONSTITUTIVE;2019-07-02 10:00
FI06;PARTY;1;ALDE;CONSTITUTIVE;2019-07-02 10:00
FI07;PARTY;2;ENF;CONSTITUTIVE;2019-07-02 10:00
