PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
RO01;PARTY;8;SD;CONSTITUTIVE;2019-07-02 10:00
RO03;PARTY;10;EPP;CONSTITUTIVE;2019-07-02 10:00
RO04;PARTY;2;EPP;CONSTITUTIVE;2019-07-02 10:00
RO05;PARTY;2;EPP;CONSTITUTIVE;2019-07-02 10:00
RO06;PARTY;2;SD;CONSTITUTIVE;2019-07-02 10:00
RO07;PARTY;8;ALDE;CONSTITUTIVE;2019-07-02 10:00
