PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
FR01;PARTY;6;GUENGL;CONSTITUTIVE;2019-07-02 10:00
FR02;PARTY;5;SD;CONSTITUTIVE;2019-07-02 10:00
FR03;PARTY;12;GREENSEFA;CONSTITUTIVE;2019-07-02 10:00
FR04;PARTY;8;EPP;CONSTITUTIVE;2019-07-02 10:00
FR05;PARTY;22;ENF;CONSTITUTIVE;2019-07-02 10:00
FR07;PARTY;21;ALDE;CONSTITUTIVE;2019-07-02 10:00
