PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
SK01;PARTY;1;EPP;CONSTITUTIVE;2019-07-02 10:00
SK02;PARTY;2;ECR;CONSTITUTIVE;2019-07-02 10:00
SK04;PARTY;3;SD;CONSTITUTIVE;2019-07-02 10:00
SK06;PARTY;1;EPP;CONSTITUTIVE;2019-07-02 10:00
SK08;PARTY;2;NA;CONSTITUTIVE;2019-07-02 10:00
SK10;PARTY;2;EPP;CONSTITUTIVE;2019-07-02 10:00
SK10;PARTY;2;ALDE;CONSTITUTIVE;2019-07-02 10:00
