PARTY_ID;TYPE;SEATS_TOTAL;GROUP_ID;UPDATE_STATUS;UPDATE_TIME
AT01;PARTY;5;SD;CONSTITUTIVE;2019-07-02 10:00
AT02;PARTY;7;EPP;CONSTITUTIVE;2019-07-02 10:00
AT03;PARTY;3;ENF;CONSTITUTIVE;2019-07-02 10:00
AT04;PARTY;2;GREENSEFA;CONSTITUTIVE;2019-07-02 10:00
AT05;PARTY;1;ALDE;CONSTITUTIVE;2019-07-02 10:00
